município;mês;Quantidade
Planaltina                ;Outubro de 2022     ;1
Planaltina                ;Outubro de 2022     ;1
Planaltina                ;Novembro de 2022    ;1
Planaltina                ;Dezembro de 2022    ;1
Planaltina                ;Dezembro de 2022    ;1
Planaltina                ;Abril de 2023       ;1
Planaltina                ;Maio de 2023        ;1
Planaltina                ;Junho de 2023       ;1
Planaltina                ;Junho de 2023       ;1
Planaltina                ;Novembro de 2023    ;1
Planaltina                ;Dezembro de 2023    ;1
Planaltina                ;Janeiro de 2024     ;1
Planaltina                ;Março de 2024       ;1
Planaltina                ;Março de 2024       ;1
Planaltina                ;Março de 2024       ;1
Planaltina                ;Abril de 2024       ;1
Planaltina                ;Abril de 2024       ;1
Planaltina                ;Abril de 2024       ;1
Planaltina                ;Maio de 2024        ;1
Planaltina                ;Maio de 2024        ;1
Pontalina                 ;Outubro de 2021     ;1
Pontalina                 ;Dezembro de 2021    ;1
Pontalina                 ;Fevereiro de 2022   ;1
Pontalina                 ;Julho de 2023       ;1
Porangatu                 ;Junho de 2021       ;1
Porangatu                 ;Julho de 2021       ;1
Porangatu                 ;Outubro de 2021     ;1
Porangatu                 ;Novembro de 2021    ;1
Porangatu                 ;Maio de 2022        ;1
Porangatu                 ;Julho de 2022       ;1
Porangatu                 ;Outubro de 2022     ;1
Porangatu                 ;Março de 2023       ;1
Porangatu                 ;Maio de 2023        ;1
Porangatu                 ;Junho de 2023       ;1
Porangatu                 ;Junho de 2023       ;1
Porangatu                 ;Agosto de 2023      ;1
Porangatu                 ;Outubro de 2023     ;1
Porangatu                 ;Janeiro de 2024     ;1
Porangatu                 ;Janeiro de 2024     ;1
Porangatu                 ;Fevereiro de 2024   ;1
Porangatu                 ;Abril de 2024       ;1
Porteirão                 ;Fevereiro de 2022   ;1
Portelândia               ;Julho de 2021       ;1
Posse                     ;Janeiro de 2022     ;1
Posse                     ;Dezembro de 2022    ;1
Posse                     ;Junho de 2023       ;1
Posse                     ;Junho de 2023       ;1
Posse                     ;Agosto de 2023      ;1
Professor Jamil           ;Março de 2023       ;1
Professor Jamil           ;Setembro de 2023    ;1
Professor Jamil           ;Junho de 2024       ;1
Quirinópolis              ;Março de 2021       ;1
Quirinópolis              ;Maio de 2021        ;1
Quirinópolis              ;Outubro de 2021     ;1
Quirinópolis              ;Dezembro de 2021    ;1
Quirinópolis              ;Julho de 2022       ;1
Quirinópolis              ;Outubro de 2022     ;1
Quirinópolis              ;Novembro de 2022    ;1
Quirinópolis              ;Janeiro de 2023     ;1
Quirinópolis              ;Janeiro de 2023     ;1
Quirinópolis              ;Março de 2023       ;1
Quirinópolis              ;Abril de 2023       ;1
Quirinópolis              ;Maio de 2023        ;1
Quirinópolis              ;Julho de 2023       ;1
Quirinópolis              ;Julho de 2023       ;1
Quirinópolis              ;Setembro de 2023    ;1
Quirinópolis              ;Outubro de 2023     ;1
Quirinópolis              ;Outubro de 2023     ;1
Quirinópolis              ;Novembro de 2023    ;1
Quirinópolis              ;Janeiro de 2024     ;1
Quirinópolis              ;Janeiro de 2024     ;1
Quirinópolis              ;Fevereiro de 2024   ;1
Quirinópolis              ;Março de 2024       ;1
Quirinópolis              ;Abril de 2024       ;1
Quirinópolis              ;Maio de 2024        ;1
Quirinópolis              ;Junho de 2024       ;1
Rialma                    ;Agosto de 2021      ;1
Rialma                    ;Setembro de 2021    ;1
Rialma                    ;Outubro de 2022     ;1
Rialma                    ;Março de 2023       ;1
Rialma                    ;Novembro de 2023    ;1
Rialma                    ;Junho de 2024       ;1
Rialma                    ;Junho de 2024       ;1
Rianápolis                ;Agosto de 2021      ;1
Rianápolis                ;Agosto de 2022      ;1
Rio Quente                ;Julho de 2021       ;1
Rio Quente                ;Janeiro de 2022     ;1
Rio Quente                ;Outubro de 2022     ;1
Rio Quente                ;Fevereiro de 2023   ;1
Rio Verde                 ;Janeiro de 2021     ;1
Rio Verde                 ;Fevereiro de 2021   ;1
Rio Verde                 ;Fevereiro de 2021   ;1
Rio Verde                 ;Fevereiro de 2021   ;1
Rio Verde                 ;Março de 2021       ;1
Rio Verde                 ;Março de 2021       ;1
Rio Verde                 ;Março de 2021       ;1
Rio Verde                 ;Março de 2021       ;1
Rio Verde                 ;Março de 2021       ;1
Rio Verde                 ;Março de 2021       ;1
Rio Verde                 ;Março de 2021       ;1
Rio Verde                 ;Abril de 2021       ;1
Rio Verde                 ;Maio de 2021        ;1
Rio Verde                 ;Junho de 2021       ;1
Rio Verde                 ;Junho de 2021       ;1
Rio Verde                 ;Junho de 2021       ;1
Rio Verde                 ;Junho de 2021       ;1
Rio Verde                 ;Julho de 2021       ;1
Rio Verde                 ;Julho de 2021       ;1
Rio Verde                 ;Julho de 2021       ;1
Rio Verde                 ;Julho de 2021       ;1
Rio Verde                 ;Setembro de 2021    ;1
Rio Verde                 ;Outubro de 2021     ;1
Rio Verde                 ;Outubro de 2021     ;1
Rio Verde                 ;Novembro de 2021    ;1
Rio Verde                 ;Novembro de 2021    ;1
Rio Verde                 ;Novembro de 2021    ;1
Rio Verde                 ;Novembro de 2021    ;1
Rio Verde                 ;Novembro de 2021    ;1
Rio Verde                 ;Dezembro de 2021    ;1
Rio Verde                 ;Dezembro de 2021    ;1
Rio Verde                 ;Dezembro de 2021    ;1
Rio Verde                 ;Janeiro de 2022     ;1
Rio Verde                 ;Janeiro de 2022     ;1
Rio Verde                 ;Fevereiro de 2022   ;1
Rio Verde                 ;Fevereiro de 2022   ;1
Rio Verde                 ;Fevereiro de 2022   ;1
Rio Verde                 ;Fevereiro de 2022   ;1
Rio Verde                 ;Fevereiro de 2022   ;1
Rio Verde                 ;Março de 2022       ;1
Rio Verde                 ;Abril de 2022       ;1
Rio Verde                 ;Maio de 2022        ;1
Rio Verde                 ;Junho de 2022       ;1
Rio Verde                 ;Junho de 2022       ;1
Rio Verde                 ;Julho de 2022       ;2
Rio Verde                 ;Julho de 2022       ;1
Rio Verde                 ;Julho de 2022       ;1
Rio Verde                 ;Agosto de 2022      ;1
Rio Verde                 ;Setembro de 2022    ;1
Rio Verde                 ;Setembro de 2022    ;1
Rio Verde                 ;Setembro de 2022    ;1
Rio Verde                 ;Setembro de 2022    ;1
Rio Verde                 ;Setembro de 2022    ;1
Rio Verde                 ;Outubro de 2022     ;1
Rio Verde                 ;Outubro de 2022     ;1
Rio Verde                 ;Novembro de 2022    ;1
Rio Verde                 ;Novembro de 2022    ;1
Rio Verde                 ;Dezembro de 2022    ;1
Rio Verde                 ;Dezembro de 2022    ;1
Rio Verde                 ;Dezembro de 2022    ;1
Rio Verde                 ;Dezembro de 2022    ;1
Rio Verde                 ;Dezembro de 2022    ;1
Rio Verde                 ;Dezembro de 2022    ;1
Rio Verde                 ;Janeiro de 2023     ;1
Rio Verde                 ;Janeiro de 2023     ;1
Rio Verde                 ;Janeiro de 2023     ;1
Rio Verde                 ;Janeiro de 2023     ;1
Rio Verde                 ;Fevereiro de 2023   ;1
Rio Verde                 ;Fevereiro de 2023   ;1
Rio Verde                 ;Fevereiro de 2023   ;1
Rio Verde                 ;Fevereiro de 2023   ;1
Rio Verde                 ;Março de 2023       ;1
Rio Verde                 ;Março de 2023       ;1
Rio Verde                 ;Março de 2023       ;1
Rio Verde                 ;Março de 2023       ;1
Rio Verde                 ;Abril de 2023       ;1
Rio Verde                 ;Abril de 2023       ;1
Rio Verde                 ;Abril de 2023       ;1
Rio Verde                 ;Abril de 2023       ;1
Rio Verde                 ;Maio de 2023        ;1
Rio Verde                 ;Maio de 2023        ;1
Rio Verde                 ;Maio de 2023        ;1
Rio Verde                 ;Maio de 2023        ;1
Rio Verde                 ;Maio de 2023        ;1
Rio Verde                 ;Junho de 2023       ;1
Rio Verde                 ;Junho de 2023       ;1
Rio Verde                 ;Junho de 2023       ;1
Rio Verde                 ;Julho de 2023       ;1
Rio Verde                 ;Julho de 2023       ;1
Rio Verde                 ;Julho de 2023       ;2
Rio Verde                 ;Julho de 2023       ;1
Rio Verde                 ;Julho de 2023       ;1
Rio Verde                 ;Agosto de 2023      ;1
Rio Verde                 ;Agosto de 2023      ;1
Rio Verde                 ;Agosto de 2023      ;1
Rio Verde                 ;Agosto de 2023      ;1
Rio Verde                 ;Agosto de 2023      ;1
Rio Verde                 ;Setembro de 2023    ;1
Rio Verde                 ;Setembro de 2023    ;1
Rio Verde                 ;Setembro de 2023    ;1
Rio Verde                 ;Setembro de 2023    ;1
Rio Verde                 ;Outubro de 2023     ;1
Rio Verde                 ;Outubro de 2023     ;1
Rio Verde                 ;Novembro de 2023    ;1
Rio Verde                 ;Novembro de 2023    ;1
Rio Verde                 ;Novembro de 2023    ;1
Rio Verde                 ;Dezembro de 2023    ;1
Rio Verde                 ;Dezembro de 2023    ;1
Rio Verde                 ;Janeiro de 2024     ;1
Rio Verde                 ;Janeiro de 2024     ;1
Rio Verde                 ;Janeiro de 2024     ;1
Rio Verde                 ;Fevereiro de 2024   ;1
Rio Verde                 ;Fevereiro de 2024   ;1
Rio Verde                 ;Fevereiro de 2024   ;1
Rio Verde                 ;Fevereiro de 2024   ;1
Rio Verde                 ;Março de 2024       ;1
Rio Verde                 ;Abril de 2024       ;1
Rio Verde                 ;Abril de 2024       ;1
Rio Verde                 ;Maio de 2024        ;1
Rio Verde                 ;Maio de 2024        ;1
Rio Verde                 ;Maio de 2024        ;1
Rio Verde                 ;Maio de 2024        ;1
Rio Verde                 ;Maio de 2024        ;1
Rubiataba                 ;Outubro de 2021     ;1
Rubiataba                 ;Outubro de 2021     ;1
Rubiataba                 ;Abril de 2023       ;1
Rubiataba                 ;Fevereiro de 2024   ;1
Sanclerlândia             ;Julho de 2023       ;1
Sanclerlândia             ;Agosto de 2023      ;1
Santa Bárbara de Goiás    ;Agosto de 2022      ;1
Santa Bárbara de Goiás    ;Dezembro de 2022    ;1
Santa Bárbara de Goiás    ;Fevereiro de 2023   ;1
Santa Bárbara de Goiás    ;Abril de 2023       ;1
Santa Bárbara de Goiás    ;Junho de 2023       ;1
Santa Cruz de Goiás       ;Dezembro de 2021    ;1
Santa Cruz de Goiás       ;Outubro de 2023     ;1
Santa Helena de Goiás     ;Fevereiro de 2021   ;1
Santa Helena de Goiás     ;Agosto de 2021      ;1
Santa Helena de Goiás     ;Setembro de 2021    ;1
Santa Helena de Goiás     ;Novembro de 2021    ;1
Santa Helena de Goiás     ;Novembro de 2021    ;1
Santa Helena de Goiás     ;Janeiro de 2022     ;1
Santa Helena de Goiás     ;Janeiro de 2022     ;1
Santa Helena de Goiás     ;Fevereiro de 2022   ;1
Santa Helena de Goiás     ;Julho de 2022       ;1
Santa Helena de Goiás     ;Agosto de 2022      ;1
Santa Helena de Goiás     ;Agosto de 2022      ;1
Santa Helena de Goiás     ;Outubro de 2022     ;1
Santa Helena de Goiás     ;Outubro de 2022     ;1
Santa Helena de Goiás     ;Outubro de 2022     ;1
Santa Helena de Goiás     ;Novembro de 2022    ;1
Santa Helena de Goiás     ;Dezembro de 2022    ;1
Santa Helena de Goiás     ;Fevereiro de 2023   ;1
Santa Helena de Goiás     ;Maio de 2023        ;1
Santa Helena de Goiás     ;Maio de 2023        ;1
Santa Helena de Goiás     ;Maio de 2023        ;1
Santa Helena de Goiás     ;Junho de 2023       ;1
Santa Helena de Goiás     ;Junho de 2023       ;1
Santa Helena de Goiás     ;Julho de 2023       ;1
Santa Helena de Goiás     ;Agosto de 2023      ;1
Santa Helena de Goiás     ;Março de 2024       ;1
Santa Helena de Goiás     ;Abril de 2024       ;1
Santa Isabel              ;Abril de 2022       ;1
Santa Isabel              ;Maio de 2023        ;2
Santa Rosa de Goiás       ;Julho de 2021       ;1
Santa Tereza de Goiás     ;Janeiro de 2022     ;1
Santa Tereza de Goiás     ;Agosto de 2022      ;1
Santa Tereza de Goiás     ;Abril de 2024       ;1
Santa Terezinha de Goiás  ;Janeiro de 2021     ;1
Santa Terezinha de Goiás  ;Janeiro de 2021     ;1
Santa Terezinha de Goiás  ;Março de 2021       ;1
Santa Terezinha de Goiás  ;Junho de 2021       ;1
Santa Terezinha de Goiás  ;Março de 2022       ;1
Santa Terezinha de Goiás  ;Junho de 2022       ;1
Santa Terezinha de Goiás  ;Setembro de 2022    ;1
Santo Antônio de Goiás    ;Outubro de 2022     ;1
Santo Antônio de Goiás    ;Julho de 2023       ;1
Santo Antônio do Descobert;Março de 2021       ;1
Santo Antônio do Descobert;Março de 2021       ;1
Santo Antônio do Descobert;Agosto de 2021      ;1
Santo Antônio do Descobert;Agosto de 2021      ;1
Santo Antônio do Descobert;Agosto de 2021      ;1
Santo Antônio do Descobert;Março de 2022       ;1
Santo Antônio do Descobert;Maio de 2022        ;1
Santo Antônio do Descobert;Maio de 2022        ;1
Santo Antônio do Descobert;Junho de 2022       ;1
Santo Antônio do Descobert;Junho de 2022       ;1
Santo Antônio do Descobert;Julho de 2022       ;1
Santo Antônio do Descobert;Agosto de 2022      ;1
Santo Antônio do Descobert;Agosto de 2022      ;1
Santo Antônio do Descobert;Setembro de 2022    ;1
Santo Antônio do Descobert;Fevereiro de 2023   ;1
Santo Antônio do Descobert;Março de 2023       ;1
Santo Antônio do Descobert;Março de 2023       ;1
Santo Antônio do Descobert;Abril de 2023       ;1
Santo Antônio do Descobert;Julho de 2023       ;1
Santo Antônio do Descobert;Setembro de 2023    ;1
Santo Antônio do Descobert;Setembro de 2023    ;1
Santo Antônio do Descobert;Dezembro de 2023    ;1
Santo Antônio do Descobert;Dezembro de 2023    ;1
Santo Antônio do Descobert;Dezembro de 2023    ;1
Santo Antônio do Descobert;Janeiro de 2024     ;1
Santo Antônio do Descobert;Janeiro de 2024     ;1
Santo Antônio do Descobert;Fevereiro de 2024   ;1
Santo Antônio do Descobert;Maio de 2024        ;1
Santo Antônio do Descobert;Maio de 2024        ;1
Santo Antônio do Descobert;Junho de 2024       ;1
Santo Antônio do Descobert;Junho de 2024       ;1
Santo Antônio do Descobert;Junho de 2024       ;2
São Domingos              ;Dezembro de 2022    ;1
São Domingos              ;Janeiro de 2024     ;1
São Domingos              ;Janeiro de 2024     ;1
São Domingos              ;Janeiro de 2024     ;1
São Domingos              ;Fevereiro de 2024   ;1
São Francisco de Goiás    ;Julho de 2021       ;1
São Francisco de Goiás    ;Setembro de 2022    ;1
São Francisco de Goiás    ;Abril de 2023       ;1
São Francisco de Goiás    ;Outubro de 2023     ;1
São Francisco de Goiás    ;Maio de 2024        ;1
São João da Paraúna       ;Outubro de 2021     ;1
São Luís de Montes Belos  ;Maio de 2021        ;1
São Luís de Montes Belos  ;Maio de 2021        ;1
São Luís de Montes Belos  ;Outubro de 2021     ;1
São Luís de Montes Belos  ;Outubro de 2021     ;1
São Luís de Montes Belos  ;Novembro de 2021    ;1
São Luís de Montes Belos  ;Abril de 2022       ;1
São Luís de Montes Belos  ;Abril de 2022       ;1
São Luís de Montes Belos  ;Agosto de 2022      ;2
São Luís de Montes Belos  ;Setembro de 2022    ;1
São Luís de Montes Belos  ;Fevereiro de 2023   ;1
São Luís de Montes Belos  ;Março de 2023       ;1
São Luís de Montes Belos  ;Abril de 2023       ;1
São Luís de Montes Belos  ;Abril de 2023       ;1
São Luís de Montes Belos  ;Abril de 2023       ;1
São Luís de Montes Belos  ;Maio de 2023        ;2
São Luís de Montes Belos  ;Setembro de 2023    ;1
São Luís de Montes Belos  ;Setembro de 2023    ;1
São Luís de Montes Belos  ;Setembro de 2023    ;1
São Luís de Montes Belos  ;Dezembro de 2023    ;1
São Luís de Montes Belos  ;Dezembro de 2023    ;1
São Luís de Montes Belos  ;Janeiro de 2024     ;1
São Luís de Montes Belos  ;Janeiro de 2024     ;1
São Luís de Montes Belos  ;Fevereiro de 2024   ;1
São Luís de Montes Belos  ;Fevereiro de 2024   ;1
São Luís de Montes Belos  ;Março de 2024       ;1
São Luís de Montes Belos  ;Março de 2024       ;1
São Luís de Montes Belos  ;Março de 2024       ;1
São Luíz do Norte         ;Agosto de 2022      ;1
São Luíz do Norte         ;Agosto de 2022      ;1
São Luíz do Norte         ;Abril de 2024       ;1
São Miguel do Araguaia    ;Fevereiro de 2021   ;1
São Miguel do Araguaia    ;Março de 2021       ;1
São Miguel do Araguaia    ;Junho de 2021       ;1
São Miguel do Araguaia    ;Outubro de 2021     ;1
São Miguel do Araguaia    ;Novembro de 2021    ;1
São Miguel do Araguaia    ;Abril de 2022       ;1
São Miguel do Araguaia    ;Janeiro de 2023     ;1
São Miguel do Araguaia    ;Janeiro de 2023     ;1
São Miguel do Araguaia    ;Março de 2023       ;1
São Miguel do Araguaia    ;Maio de 2023        ;1
São Miguel do Araguaia    ;Setembro de 2023    ;1
São Miguel do Araguaia    ;Dezembro de 2023    ;1
São Miguel do Araguaia    ;Janeiro de 2024     ;1
São Miguel do Araguaia    ;Fevereiro de 2024   ;1
São Miguel do Araguaia    ;Junho de 2024       ;1
São Miguel do Passa Quatro;Março de 2024       ;1
São Patrício              ;Junho de 2022       ;1
São Simão                 ;Março de 2021       ;1
São Simão                 ;Novembro de 2021    ;1
São Simão                 ;Novembro de 2023    ;1
Senador Canedo            ;Fevereiro de 2021   ;1
Senador Canedo            ;Fevereiro de 2021   ;1
Senador Canedo            ;Março de 2021       ;1
Senador Canedo            ;Março de 2021       ;1
Senador Canedo            ;Março de 2021       ;1
Senador Canedo            ;Maio de 2021        ;1
Senador Canedo            ;Maio de 2021        ;1
Senador Canedo            ;Junho de 2021       ;1
Senador Canedo            ;Junho de 2021       ;1
Senador Canedo            ;Agosto de 2021      ;1
Senador Canedo            ;Agosto de 2021      ;1
Senador Canedo            ;Agosto de 2021      ;1
Senador Canedo            ;Setembro de 2021    ;1
Senador Canedo            ;Setembro de 2021    ;1
Senador Canedo            ;Setembro de 2021    ;2
Senador Canedo            ;Outubro de 2021     ;1
Senador Canedo            ;Outubro de 2021     ;1
Senador Canedo            ;Outubro de 2021     ;1
Senador Canedo            ;Novembro de 2021    ;1
Senador Canedo            ;Janeiro de 2022     ;1
Senador Canedo            ;Janeiro de 2022     ;1
Senador Canedo            ;Janeiro de 2022     ;1
Senador Canedo            ;Fevereiro de 2022   ;1
Senador Canedo            ;Fevereiro de 2022   ;2
Senador Canedo            ;Março de 2022       ;1
Senador Canedo            ;Março de 2022       ;2
Senador Canedo            ;Março de 2022       ;1
Senador Canedo            ;Março de 2022       ;1
Senador Canedo            ;Março de 2022       ;1
Senador Canedo            ;Março de 2022       ;1
Senador Canedo            ;Março de 2022       ;1
Senador Canedo            ;Março de 2022       ;1
Senador Canedo            ;Abril de 2022       ;1
Senador Canedo            ;Abril de 2022       ;1
Senador Canedo            ;Maio de 2022        ;1
Senador Canedo            ;Maio de 2022        ;1
Senador Canedo            ;Junho de 2022       ;1
Senador Canedo            ;Junho de 2022       ;1
Senador Canedo            ;Junho de 2022       ;2
Senador Canedo            ;Julho de 2022       ;1
Senador Canedo            ;Julho de 2022       ;1
Senador Canedo            ;Julho de 2022       ;1
Senador Canedo            ;Julho de 2022       ;1
Senador Canedo            ;Julho de 2022       ;1
Senador Canedo            ;Julho de 2022       ;1
Senador Canedo            ;Outubro de 2022     ;1
Senador Canedo            ;Outubro de 2022     ;1
Senador Canedo            ;Novembro de 2022    ;1
Senador Canedo            ;Novembro de 2022    ;1
Senador Canedo            ;Novembro de 2022    ;1
Senador Canedo            ;Janeiro de 2023     ;1
Senador Canedo            ;Janeiro de 2023     ;1
Senador Canedo            ;Fevereiro de 2023   ;1
Senador Canedo            ;Março de 2023       ;1
Senador Canedo            ;Abril de 2023       ;1
Senador Canedo            ;Abril de 2023       ;1
Senador Canedo            ;Abril de 2023       ;1
Senador Canedo            ;Maio de 2023        ;1
Senador Canedo            ;Maio de 2023        ;1
Senador Canedo            ;Maio de 2023        ;1
Senador Canedo            ;Maio de 2023        ;1
Senador Canedo            ;Maio de 2023        ;1
Senador Canedo            ;Junho de 2023       ;1
Senador Canedo            ;Junho de 2023       ;1
Senador Canedo            ;Junho de 2023       ;1
Senador Canedo            ;Julho de 2023       ;1
Senador Canedo            ;Julho de 2023       ;1
Senador Canedo            ;Julho de 2023       ;1
Senador Canedo            ;Julho de 2023       ;1
Senador Canedo            ;Agosto de 2023      ;1
Senador Canedo            ;Agosto de 2023      ;1
Senador Canedo            ;Agosto de 2023      ;1
Senador Canedo            ;Setembro de 2023    ;1
Senador Canedo            ;Outubro de 2023     ;1
Senador Canedo            ;Outubro de 2023     ;1
Senador Canedo            ;Outubro de 2023     ;1
Senador Canedo            ;Outubro de 2023     ;1
Senador Canedo            ;Novembro de 2023    ;1
Senador Canedo            ;Novembro de 2023    ;2
Senador Canedo            ;Novembro de 2023    ;1
Senador Canedo            ;Novembro de 2023    ;1
Senador Canedo            ;Dezembro de 2023    ;1
Senador Canedo            ;Janeiro de 2024     ;1
Senador Canedo            ;Janeiro de 2024     ;1
Senador Canedo            ;Fevereiro de 2024   ;1
Senador Canedo            ;Março de 2024       ;1
Senador Canedo            ;Março de 2024       ;1
Senador Canedo            ;Abril de 2024       ;1
Senador Canedo            ;Abril de 2024       ;1
Senador Canedo            ;Maio de 2024        ;1
Senador Canedo            ;Maio de 2024        ;1
Senador Canedo            ;Maio de 2024        ;1
Senador Canedo            ;Junho de 2024       ;1
Senador Canedo            ;Junho de 2024       ;1
Serranópolis              ;Setembro de 2022    ;1
Serranópolis              ;Novembro de 2022    ;1
Serranópolis              ;Agosto de 2023      ;1
Serranópolis              ;Dezembro de 2023    ;1
Silvânia                  ;Fevereiro de 2021   ;1
Silvânia                  ;Março de 2021       ;1
Silvânia                  ;Fevereiro de 2022   ;1
Silvânia                  ;Março de 2022       ;1
Silvânia                  ;Março de 2022       ;1
Silvânia                  ;Junho de 2022       ;1
Silvânia                  ;Outubro de 2022     ;1
Silvânia                  ;Março de 2023       ;1
Silvânia                  ;Março de 2023       ;1
Silvânia                  ;Maio de 2023        ;1
Silvânia                  ;Abril de 2024       ;1
Silvânia                  ;Abril de 2024       ;1
Simolândia                ;Novembro de 2021    ;1
Simolândia                ;Julho de 2022       ;1
Simolândia                ;Setembro de 2022    ;1
Simolândia                ;Novembro de 2022    ;1
Simolândia                ;Abril de 2024       ;1
Teresina de Goiás         ;Janeiro de 2021     ;1
Teresina de Goiás         ;Agosto de 2021      ;1
Teresina de Goiás         ;Julho de 2022       ;1
Terezópolis de Goiás      ;Abril de 2021       ;1
Terezópolis de Goiás      ;Dezembro de 2021    ;1
Terezópolis de Goiás      ;Junho de 2022       ;1
Terezópolis de Goiás      ;Junho de 2023       ;1
Três Ranchos              ;Abril de 2021       ;1
Trindade                  ;Janeiro de 2021     ;1
Trindade                  ;Janeiro de 2021     ;1
Trindade                  ;Janeiro de 2021     ;1
Trindade                  ;Janeiro de 2021     ;1
Trindade                  ;Janeiro de 2021     ;1
Trindade                  ;Fevereiro de 2021   ;1
Trindade                  ;Fevereiro de 2021   ;1
Trindade                  ;Fevereiro de 2021   ;2
Trindade                  ;Março de 2021       ;1
Trindade                  ;Março de 2021       ;1
Trindade                  ;Março de 2021       ;1
Trindade                  ;Abril de 2021       ;1
Trindade                  ;Maio de 2021        ;1
Trindade                  ;Julho de 2021       ;1
Trindade                  ;Agosto de 2021      ;1
Trindade                  ;Setembro de 2021    ;1
Trindade                  ;Setembro de 2021    ;1
Trindade                  ;Setembro de 2021    ;1
Trindade                  ;Outubro de 2021     ;1
Trindade                  ;Dezembro de 2021    ;1
Trindade                  ;Janeiro de 2022     ;1
Trindade                  ;Janeiro de 2022     ;1
Trindade                  ;Fevereiro de 2022   ;1
Trindade                  ;Fevereiro de 2022   ;1
Trindade                  ;Abril de 2022       ;1
Trindade                  ;Abril de 2022       ;1
Trindade                  ;Abril de 2022       ;1
Trindade                  ;Maio de 2022        ;1
Trindade                  ;Junho de 2022       ;1
Trindade                  ;Junho de 2022       ;1
Trindade                  ;Junho de 2022       ;1
Trindade                  ;Julho de 2022       ;1
Trindade                  ;Agosto de 2022      ;1
Trindade                  ;Agosto de 2022      ;1
Trindade                  ;Agosto de 2022      ;1
Trindade                  ;Agosto de 2022      ;1
Trindade                  ;Setembro de 2022    ;1
Trindade                  ;Outubro de 2022     ;2
Trindade                  ;Novembro de 2022    ;1
Trindade                  ;Dezembro de 2022    ;1
Trindade                  ;Dezembro de 2022    ;1
Trindade                  ;Janeiro de 2023     ;1
Trindade                  ;Janeiro de 2023     ;1
Trindade                  ;Janeiro de 2023     ;1
Trindade                  ;Fevereiro de 2023   ;1
Trindade                  ;Março de 2023       ;1
Trindade                  ;Março de 2023       ;1
Trindade                  ;Março de 2023       ;1
Trindade                  ;Abril de 2023       ;1
Trindade                  ;Maio de 2023        ;1
Trindade                  ;Junho de 2023       ;1
Trindade                  ;Junho de 2023       ;1
Trindade                  ;Junho de 2023       ;1
Trindade                  ;Julho de 2023       ;1
Trindade                  ;Julho de 2023       ;1
Trindade                  ;Julho de 2023       ;1
Trindade                  ;Agosto de 2023      ;1
Trindade                  ;Agosto de 2023      ;1
Trindade                  ;Agosto de 2023      ;1
Trindade                  ;Setembro de 2023    ;1
Trindade                  ;Setembro de 2023    ;1
Trindade                  ;Setembro de 2023    ;1
Trindade                  ;Outubro de 2023     ;1
Trindade                  ;Outubro de 2023     ;1
Trindade                  ;Outubro de 2023     ;1
Trindade                  ;Outubro de 2023     ;1
Trindade                  ;Novembro de 2023    ;1
Trindade                  ;Novembro de 2023    ;1
Trindade                  ;Janeiro de 2024     ;1
Trindade                  ;Janeiro de 2024     ;1
Trindade                  ;Janeiro de 2024     ;1
Trindade                  ;Fevereiro de 2024   ;1
Trindade                  ;Fevereiro de 2024   ;1
Trindade                  ;Fevereiro de 2024   ;1
Trindade                  ;Fevereiro de 2024   ;1
Trindade                  ;Março de 2024       ;1
Trindade                  ;Abril de 2024       ;1
Trindade                  ;Maio de 2024        ;1
Trindade                  ;Maio de 2024        ;1
Trindade                  ;Maio de 2024        ;1
Trindade                  ;Junho de 2024       ;1
Trombas                   ;Janeiro de 2021     ;1
Turvânia                  ;Maio de 2022        ;1
Turvânia                  ;Julho de 2023       ;1
Turvânia                  ;Dezembro de 2023    ;1
Turvelândia               ;Março de 2022       ;1
Turvelândia               ;Junho de 2023       ;1
Uruaçu                    ;Janeiro de 2021     ;1
Uruaçu                    ;Agosto de 2021      ;1
Uruaçu                    ;Novembro de 2021    ;1
Uruaçu                    ;Novembro de 2021    ;1
Uruaçu                    ;Dezembro de 2021    ;1
Uruaçu                    ;Fevereiro de 2022   ;1
Uruaçu                    ;Março de 2022       ;1
Uruaçu                    ;Junho de 2022       ;1
Uruaçu                    ;Setembro de 2022    ;1
Uruaçu                    ;Setembro de 2022    ;1
Uruaçu                    ;Janeiro de 2023     ;1
Uruaçu                    ;Fevereiro de 2023   ;1
Uruaçu                    ;Setembro de 2023    ;1
Uruaçu                    ;Fevereiro de 2024   ;1
Uruaçu                    ;Fevereiro de 2024   ;1
Uruaçu                    ;Março de 2024       ;1
Uruaçu                    ;Junho de 2024       ;1
Uruana                    ;Dezembro de 2021    ;1
Uruana                    ;Outubro de 2022     ;1
Uruana                    ;Setembro de 2023    ;1
Valparaíso de Goiás       ;Janeiro de 2021     ;1
Valparaíso de Goiás       ;Fevereiro de 2021   ;1
Valparaíso de Goiás       ;Fevereiro de 2021   ;1
Valparaíso de Goiás       ;Março de 2021       ;1
Valparaíso de Goiás       ;Maio de 2021        ;1
Valparaíso de Goiás       ;Maio de 2021        ;1
Valparaíso de Goiás       ;Junho de 2021       ;1
Valparaíso de Goiás       ;Junho de 2021       ;1
Valparaíso de Goiás       ;Julho de 2021       ;1
Valparaíso de Goiás       ;Julho de 2021       ;1
Valparaíso de Goiás       ;Julho de 2021       ;1
Valparaíso de Goiás       ;Agosto de 2021      ;1
Valparaíso de Goiás       ;Outubro de 2021     ;1
